__token__,__occurence__
kìí-nù,1
lata,5
mgbuti,3
ŋgata,5
nyima-a,6
Gbárà,1
wan-tuifuu,1
Nám,1
Ndao,1
kui,5
wee-nù,1
dɛdɛ,1
gbarŋgaɗi,1
Hiɗimɔ-duk-tɛ,1
mɔɔ-pi̧-kíì,5
nɔn,1
ɓaro,4
ufa,3
gayamɔ-biro,5
ka̧-zan-mɛ́-ɗɔɔ,1
tɔk-saɗi,2
wɔr-mɔ,3
Ger-mɛ,1
gáɓí,3
mbɔ́lí,3
kár,1
dere,2
ŋgùɓú,1
goto-a,1
kpiikisi-a,1
Dom-aa,2
gba̧a̧-ŋgazi-a,1
kɔŋgɔvale,2
toro-yí-mbuu,1
Kin-yì,2
gɛ̧i̧-ŋgando,1
ɗɔia,1
ga̧u̧,1
yaŋgara-a,1
wi-gbɛ-zoro,3
ŋgasi,4
Duka-tɛ,1
Nyamandoi,1
mɔɔ-nyun-wa,1
záfí,1
Leɓe-wee,1
tuɓa-wee,1
zi-wee-yì-kpánà,1
kpa̧i̧,6
sùm-sùm,1
Zɔm,10
ndara-tɛ-a,1
mísí̧,2
Boi,1
gbaayí-góò,1
mbula,1
za,2
Ɗɔɔ,1
boi-wa-fɔ,1
kpánà-a,1
Duia-yì,1
pɛŋa,2
Ziimɔ,9
kiŋgila,1
booro-ɓu-zua-naar,1
Jɛmina,1
Kɛtsia,1
Kɛrɛn-Hapuk,1
gɔmŋmaa-nɛ-ɓu-naar,1
gba-war,4
wi-zɛkɛɗi,1
wa̧a̧-a̧,15
pumyulu,3
Wese-gɔna-kita,1
yɔɔ-war,1
ŋmán,1
nyak-zɔɓɔ,14
wi-mam,1
nduti-nú,1
dɔ́rá-boi,1
ɗɛ́sɛ́-ɗɛ́sɛ́'ɛ,3
wan-mbɛr,1
wan-gbin,1
Yuwar-kpasa-a,3
wan-duk-zu-gima,56
kpásá,1
tortɛ-nyɔŋmɔ,1
lata'i,1
zɛma'nɛ́,1
wi-ɔr-mɔ,1
mgbóm-mgbóm,1
yɔka-wen,3
wan-pɛm-wa,1
Gba-gbana,2
zɔɓɔk,1
pɛ́sɛ́-pɛ́sɛ́,3
wi-kpas'am,7
kóó-ta,1
ŋgee-kpe-ɗoŋ-am,1
wan-kpasi,5
boi-gbɛ-wi,1
kan-du-wee,1
zaŋ-ɗaŋmɔ,1
zaŋ-bɔnɛ,1
zɔɗi-bem,8
yɔɔ-mɔ,11
damti-ɓa-wen,1
ŋgimbi-bɔnɛ,4
wi-iŋ-nin'nɛ́,1
wi-kii'nɛ́,2
ee-ta,23
Wisan,5
mɔɔ-dor-a,1
wi-kur-zu-a,5
mbɛɛr,2
yuɓura,4
násí,5
kɔ̧-a̧'ɛ,6
nɔ̧́i̧,1
zɛk-zɛk,2
Yí-a,3
kɛ̧i̧,9
ndàrá-nú-tɔ̧,1
leɓe-tɔ̧-wen,1
ŋmaŋ-tɛ,1
wi-duk-tɛ,1
Sa,5
kpamdal,1
sɔ̧ɔ̧i̧,2
ya-fio,1
Saa,2
boa-a,9
kam-nyɔŋ,2
gi̧ɔ̧-hu̧si,1
ndaa-wi,1
wi-yu,4
Miktam,6
wi-ɗafi-gee-sɔ̧,1
saɗi-wor-sɔ̧,2
Ndó-ndó-ndó,3
ɗele-nɔ-mɔ,4
wan-tɔ̧-mbɔrɔ,2
gombo-kɔ̧,1
wii-er'nɛ́,9
sa'nɛ́'ɛ,1
Wan-kpasi,15
wi-nasi-bíí,2
gbaayí-wi,2
hú̧s'am,3
yukut'am'i,1
vɔtɔk,1
wen-ŋmaŋ-tɛ,2
mboɗi,5
zununu'i,1
fio-tɛ,1
ɓɛkɛti,1
daŋa-ŋgai-dila,4
er'nɛ́'ɛ,5
mɔɔ-zaŋnu,32
mbɛ́t,2
kpàsa,1
zak-kpas'am,1
ŋmana-see,1
ɓut,1
gɛlɛm,2
mɔka-see,25
ŋgɛɗɛ-naŋ-am,1
wi-ye-ɗoŋ-wa,2
wan-kpas'am,8
Zɔna,7
tiger-wa,2
wi-ba-kóò,14
ndɔɔŋ,1
wi-a-yaa-gan-ŋmaa,2
nduti-zan,2
kpɔra-a,2
mɔɔ-ha̧-desee,8
Yuu-kíí,2
Gɔna-kita,6
yaa-bu-sap,2
gasa-zu,8
gasa-zu'i,1
sumburi,6
hɔ̧fa̧-a̧,2
samgbaŋ,1
gana'i,1
gbɔsi,10
kór-kór,6
gima-ŋgan-mɔ,2
Nana-zambɛrɛ,1
kokoɗo-dɔk,1
mɔɔ-da̧,2
wi-zɔk-am,1
yí-ŋguɗi-a,1
wan-da̧i̧-nam,1
sati,2
pútú-pútú,2
mbɔndɔ,1
ndíá,4
yeli,18
lɛtɛtɛ'ɛ,1
war-ger-am,1
fuunu-fio,1
wi-kíì,1
wi-dai-am,1
mɔɔ-ɓan-am,1
mgbɔa,15
gboŋgo-tum,1
dɔ́rá,3
mɔɔ-ha̧-nɔɔ-ŋgiɗi,1
zɛ́rɛ́rɛ́,3
mɔɔ-zaŋ-aa,1
tum-mɔ,13
wan-kpas'aa,1
Nú-garo,2
booŋ,3
Gima-ye-tua,1
yora-ɗoŋ-wen,27
tana-war,2
fara-husi-tɛ,1
wi-e-nɛ-ta,2
ɓɔŋiŋi-bíí,1
fara-ɗafi'nɛ́,1
ɓɔŋa,2
ŋga-fara-duk,5
wi-pi̧-kíì,3
nyir,2
hu̧s'am,1
ŋmásí,3
wan-gbak-am,1
wi-sedaako-ndela,4
ŋma-wa,4
Gɔma-er,1
nyɛmna'i,6
kpiɗi,2
be-nam,1
lɛk-lɛk,9
hú̧s-hú̧s,3
Sɔ̧-de-gasamɔ,1
wan-ha̧-ŋgai,2
wi-zir,2
ŋgolom,1
mɔɔ-fo-tɛ,1
hi̧a̧-kɔ̧a̧-fio,1
laa-desee,1
naŋ-am'i,2
nyaŋan,3
dikiɗ,1
lɔmgba,2
yɔmba,1
ŋma'm-ŋgai,1
wi-nukur'am,6
yuwar-a'i,13
Gasa-zu,1
wan-e-ta,1
ɗɔŋ-ɗɔŋ,3
bɛɛ'ɛ,1
mbɔ-zu-wa,1
Tortɛ'ɛ,1
Gbara,2
díkíɗí,2
wi-yai,1
Ee-zu-mɔ,6
oŋgi,2
wan-gbak-ɛɛ,2
wan-pɛm-wi,1
lak-lak,7
daŋa-dila,4
leɓe-mɛ,6
ndàrá-nú-mɛ,3
wen-ɔr-mɔ,6
wi-dita-see,1
wi-sɛn,6
Pɛ́r,2
hura'i,1
gima-tortɛ,5
wan-ba-wi-ɓɔsa,1
wan-gbo-wisan,1
wi-nyɔŋ-yí-wa,1
laa-zim-mɔ,4
nyɛr,4
goko-wa,2
ɛ̀n'am,12
ga̧a̧-wi,5
heyei,1
oi-nu'nɛ́,1
Zu-wa,2
dítí,1
wi-ye-ɗoŋ-am,2
wèn,3
tortɛ'ɛ,5
zɔn'nɛ́,9
fara-ɔ-nù,1
wan-dai-bíí,1
Zaŋ-wa,2
Duka-kpasa,5
iŋa'nɛ́,4
mbɔl'am,2
tik'i,1
Gɔn-ta,1
yí-mbuu,2
mɔɔ-de-mɛ,1
wi-e-ta,11
goko,3
ŋgɛrɛm-ŋgɛrɛm,4
kɛsi,3
era,1
zéŋ,2
Ga̧a̧-wi,1
fa̧i̧,1
Ɗoŋ-am,1
suta,1
kata,2
Ti-gun-am,1
zɛ̀k-zɛ̀k,1
tamtuɗum,1
pɛ̀r,3
mukɛ̧,10
yekere,1
wor'nɛ́,1
oi-nú,6
aŋa,3
Oi-zɛ,1
ŋgólók,1
pɔkɔsi,4
wi-nyɔŋa-a,1
ɓukui,3
Gaia,2
ndɛn,4
ɓɔtɛ-bin-be-zɔŋa,2
ɓɛɓɛt,3
Mi'i,2
dua-see-am,10
hi̧i̧ye,4
bele'e,3
taamɔ-saka-yí,2
wi-kii-sɔnti'nɛ́,2
Wi-gbak-am,3
wi-sɛn-a,12
gee-yà-zu-wen,1
nyɛrɛ-tɛ,1
Hi̧i̧ye,1
zɛɛ-fio'o,1
dukui,2
nɔ'ɛ,1
Mitsar,1
Dir-yì,1
som-yì,7
pɛŋa-yì,17
gima-bìì,4
Zɛkɛɗ,1
zɛkɛɗi'i,2
wɔŋga,3
ɗálá,1
YIITOO,1
KALATA,4
wan-ha̧-desee,1
kɛ̧ɛ̧-mgbara-wen,1
kusaa-góò,5
mɔɔ-sɔr,1
zuma,3
wɔkɔrɔ,2
Gima-kɔ̧ɔ̧mɔ,2
yílí,3
mɔɔ-yɔr-mɔ,6
ɔ̧ɔ̧-nyɔ̧ɔ̧-wen,1
Gbin-biro,2
kɔ̧ɔ̧ɗɔɔwen,229
nú-góò,2
pɛ́ɗɛ́ŋ-pɛ́ɗɛ́ŋ,4
dɔ́rá-tanamɔ,1
nɔ̧́-tortɛ,2
tua-nin-fɔrɔ,2
gima-desee,5
goe-lɔr,1
gbama-zɔŋa,1
tululu,2
ŋga-fara-yaa,1
ɓú,2
ɔ́lí,3
ɔli,3
ndíkírí,2
nɔsi,3
ŋmɛk,1
gɔɗɛ̧ɛ̧,1
Wii-er'nɛ́,3
see-am'i,2
gima-kunde,1
Ŋgimbi-bɔnɛ,1
ɓɔn-zan-bíí,3
sá̧,2
sóróm,2
ŋgol-ŋgol,2
wee-dɔ-wi,1
wɔ'ɔ,1
gbo-ɗoŋ-mɛ,1
gbɔsi'nɛ́,1
wi-kpasi'nɛ́,1
wi-kpas'aa,1
talum,3
gima-zɔn'nɛ́,3
ŋmana'i,1
kii-aa,1
Dowɛg,1
Wi-ŋgai,1
wi-ruŋgu,4
tɔ̧́ɔ̧́-nú-pai,2
wen-yɔ-bíí,1
brɛt-nyɔŋ,1
wi-kɛr-am,1
pɛ́r-a,5
wi-ha̧-nɔɔ-ŋgiɗi,5
wora'nɛ́,5
wor'i,3
ŋga-wen,2
kpɛl,2
bele-fio,1
gba-gbana-bele,1
sákálí,2
nyɛŋtɛŋ,3
Mɔɔ-ɗaŋ,1
Fio'o,1
zu-kpasa,2
Gbama-yari,2
tɔ̧ɔ̧-nu-za,1
tui-ɗaŋmɔ,1
Gbaku̧i,1
wi-tik-zu,1
mi̧i̧kɔ̧a̧-ɗaŋsee,1
nyɛɛm,1
ha̧a̧mɔ-dee-osoko,2
wi-ɗaŋ-nin-am,1
dila-kum-bíí,1
pa̧i-toro,2
fara-yar,3
lim'i,1
kuli,6
Kunde,2
Baa,6
a̧ra̧-a̧,1
Ma̧a̧da̧,1
ma̧a̧da̧-gɔ́k,1
firi,2
dɔmamɔ,1
wan-sa-gɔ́k,1
gba̧a̧-nin-wa,3
gake-nin,1
i̧sa̧,4
laɓan,1
lɔti̧ɔ̧ɔ̧,1
dí̧,1
hotoŋ-hotoŋ,1
nas'am,3
wi-gbai-tɔk,1
wi-ŋgai,1
sɛɗɛɗɛ,1
wi-sáká-yí,1
wi-zii-wen,4
Naharayim,1
pati,1
bina-nù,1
dɔ̧ɔ̧-zik-zu-wi,2
kpáná-zui-yì,1
wi-kur-zu-ɛɛ,1
kɔfi'i,3
Fara-ɔm-tɛ,1
wɛra,5
wɔkdɔk,1
kam-ta-ha̧-ŋgai,1
buk,3
faɓa,7
wan-ha̧-mɔɔ-oi-tom,1
Wi-e-nɛ-ta,1
mbɔ-gba̧a̧,2
ɓoŋgo,5
Wí-kìì-Sɔ̧,1
Ndara,1
dir,10
ɓútútú,1
wi-pi̧-ɗaŋ-góò,1
som,4
fara-tui-pɛr,1
wi-kpa-ndaa-wa,1
wi-iŋ-ndaa-mɔ,1
mi̧a,2
wi-kai-ndaa-wi,8
wan-zii-kɔfa-sɔ̧,1
wi-bia-a,3
wi-kpasi-ɛɛ,1
mbùkù-nyɔnɔ,2
kii-nù,1
fara-de-ɓɔlɔ,3
fara-kpiɗi-zaŋgule,1
fara-dai-wa,4
súmbúrí,10
wi-sumburi'nɛ́,1
ta̧i-ta̧i̧,2
sa̧'ɛ,2
yela-a,1
kuma-a,4
mbɔlɔlɔ,3
yɔyɛ-desee,1
wi-ye-ɗoŋ,5
wi-ha̧-fara,1
pofa-a,1
ɓululu,1
kaya-ŋmaŋ-tɛ,2
kii-bíí,1
mɔɔ-gɔm-er,1
Sɔ̧-kpasi-bíí,1
wi-sɛn-mɛ,6
wi-kɔ̧-gima,1
bezaŋ-wan,4
dap-laa,1
toro'i,1
Gima-ŋgan-mɔ,1
Gba-dɛŋ,1
fara-e-naŋ-am,1
gbakna,10
mgbiɗiɗi,1
puta,2
wi-nɔ-dɔ̧ɔ̧,4
ha̧a̧nú-kpas,1
ɓɔtɛ'ɛ,1
ɔ̧nɔ̧,2
kpa̧i̧a̧-dɔ̧ɔ̧,4
Fara-nyɔŋ-mɔ,1
Yí-wa,2
bír,2
yaa-bira-ɗoŋ'ɛ,1
wan-da̧i̧'ɛ,2
sara-naŋ,1
wi-kɔ̧-ɗɔɔ,1
Gima-aia-nú,1
zár,2
wi-kii-am,1
gbɛgbɛri,1
Ziimɔ'ɔ,1
mbɛlɛlɛ'ɛ,1
mbul-mbul,1
kora-nù'ɛ,1
yiŋga-nù,1
nú-wan,1
ha̧a̧mɔ-gɔm-er,2
wi-gbak-wa,1
wi-nasi-wa,2
dema-a,1
mboŋgo,4
Nduti,3
wi-sa̧a̧-see,3
ŋgɛlɛk,3
Yaa-a,2
sɛn-sɛn,1
kísí-pi̧-ger-wa,1
gboloŋ,1
ruŋgu,1
sukuɗi,1
kpoko-wen,4
Yí-mɔ,2
gus'am,1
sɔ́mgbí,1
tuna-a,2
ɔ'ɛ,1
zɛkɛkɛ,1
gbaaza,1
baa'nɛ́,3
TAAR,1
lɔkɔti,11
fara-gasi'nɛ́,1
yɔka-te,1
fara-kpa-ŋmaa,2
ti-kɔ-ɓaa'nɛ́,1
ndiɓa'i,3
gbar-gbar-yì,2
fara-de-ŋgamɔ,1
ɛ́nɛ̀,1
tɔ̧ɔ̧-wen-dawa,1
su̧,1
sir,5
Ɗele,1
mbiɗi,1
yaa-ŋgo-biro,19
gbɛlɛsuwɛɛ,3
gbasi,3
mɔɔ-zɔn'nɛ́,1
dɔ-zu-nɛ-wee,1
wan-gbin-biro,1
saŋa-seŋge,1
wɔsɔsɔ,2
ndó-ndó-ndó,31
er-deemɔ,1
tɔmiyɔ̧ɔ̧,1
buka̧i̧,1
aŋgasa,1
pamyala,3
gba-ìì,1
ti-zan,2
lizaŋ,43
wi-ŋgoo-zer,1
wan-pi̧-góò,1
híɗáŋ,1
sa̧a̧mɔ-wee,1
zɔra,1
dɔŋgɔrɔɔ,1
sululu,1
lata-lata,2
a̧ŋa,9
zuɗa-a,2
ŋgokoko,3
riɓiti,3
wan-kpasi-wa,3
ŋgoo,2
dekpe,4
te-nyak-dɔ̧ɔ̧,1
wee-nyimsea,3
wɔka,1
de-á,1
gima-baa-wíì,1
hi̧i̧-kɔ̧a̧-fio,1
yerem,1
wi-ɔ-ya,3
gba-mira-mɔ,1
dua-see-aa'i,1
mgbemgbaa,2
fara-dai-sami,1
bíí-gun-wa,1
ɓɔna-a,2
See'nɛ́,4
ŋgai-tɛ-ɛɛ,1
wan-kpasi-ɛɛ,3
Wi-dai-Israɛl,1
wi-mgbɔ-Israɛl,1
nyɛ́k,2
wi-wor'nɛ́,1
Kam-nyɔŋ,1
mɔɔ-zaŋ-wen,1
kaɓali,4
ŋgake,4
lɔkɔti-lɔkɔti,22
nyak-dɔ̧ɔ̧'ɛ,2
wii-er'nɛ́'ɛ,1
gbulɛɛ,1
Yɔyɛ,1
Er'nɛ́'ɛ,1
mgbal-mgbal,1
gɔni-nú,8
kóŋgó-ɓaa-mɛ,1
mɔɔ-ŋga-see,1
baa-keta,2
wi-ba-ɗaŋ-keta,1
ɓuk,6
Salmuna'i,1
wee-gba-zɔ̧,1
leɓaa,1
fio'o,1
wi-sɛn-Israɛl,1
soŋdɔya,4
gbiiwara,4
wi-ɔ-kɔ̧,3
luŋgum,1
zala-tua,1
wan-de-demɔ,1
dua-see-aa,2
‹Naaye›,1
kalata-nin,1
fara-de-ye,1
kɔ̧̀'ɛ,1
tum'i,3
Mi'e,7
wi-ya-katɛ-a,1
nukura,5
gbɔlɔdɔk,1
sumbura'nɛ́,1
ŋgoor,2
sa'm'e,11
kam-ta-kpas'am,1
Damti,1
kezeŋ,1
Ɓɔn-zan-bíí,1
wi-zin-tɛ,1
yora-ɗoŋ,1
sɛ̀n,1
hɔ'ɛ,1
Hu̧sa̧mɔ,2
nɔma,1
NAAR,1
wan-ɗaŋmɔ,9
nana-kɔra,3
Yora-ɗoŋ-wi,1
mɔɔ-zɛ,2
mɔɔ-ɗaŋ-wi,1
wii-er-mɛ,4
gɔ̧,7
wan-kpasi-wi,3
Wan-pɛm-ɛɛ,1
ndikira,2
wi-ta-mɔ,6
sót,2
sɔk'i,1
giti-wa,2
pɛŋa-a,1
Sɔ̧-kifi-er,3
ɗaŋ'ɛ,1
tira-wi,2
wi-gai,1
bir,3
kam-ta-hu̧si-tɛ,1
kam-ta-kpasi-ɛɛ,1
Kora-nù'ɛ,1
wɔ-tɛ-wa,2
bus'am,1
Saa-sara,1
te-kombo,1
Wi-gɔn-kita,4
wi-gasi-gee-sɔ̧,4
wi-sɛn-ɗaŋmɔ,1
Wi'i,1
Kpasamɔ,2
ŋgai-kpasi-bíí,1
nin-a'i,2
Sɔ̧-e-ɗaŋmɔ,1
ná,4
yora-ɗoŋ-wi,1
wi-tɔ̧,5
kpɔl-kpɔl,1
wi-gɔ-tɛ,5
Wi-ɔr-mɔ,1
tura-zi-wee,2
nú-gua,3
zɔ̧-yí-sɔŋ,1
nɔ́i̧-gbara,1
diri,4
gbina-tua,1
Saŋa-seŋge,1
sam,2
búk-wee,1
gi̧ɔ̧-tɛ-wi,1
zɔ̧-bɛɛ,1
oŋga,4
Ŋgai-tɛ,1
zúá,2
wi-zɔk-bíí,1
wi-nyiŋgɔ̧rɔ̧,1
dáà-wan-bem,2
wi-yu-a,2
fɛɛɛ,1
keekee-nɛ-nɔ,1
nyɛka-wese,1
gɔtɔ-a,1
tuɓa-da̧,2
mbɔɗi-zɔ̧,1
mɔɔ-ha̧-tortɛ,1
saŋa-yi-bíí,1
mɔɔ-ha̧-ŋgai,2
nɔ́i̧,1
nɔ́i̧-gba-dɔya,1
ban,2
mɔɔ-usi-ŋgimbi,1
saɗi-kombo,1
fa̧a̧fi̧i̧,1
ŋgere-a,2
serere-serere,1
tám,2
yù,1
Aleluya,26
Abraham'i,1
kpoo'e,1
gbíná,1
wan-usi-mɔ,12
wi-ɔ-wan,3
kpɔ̧ɔ̧,2
Yí-nɔɔ,1
tus,1
ndaɗa-nù,5
wi-sɛn-wa,2
ɗukup,1
mɛrɛm,1
ɓóó,1
lor,1
ndai-nyɔŋ-zɔ̧,1
daden,4
pɛ́r-ba-wa,2
be-okoo-aa,1
mɔɔ-nukuri,1
Gbárá-ɗaŋmɔ,1
fo-mɔ-bíí,1
zeeŋ,3
gi̧ɔ̧-fio,3
tua-boi,2
mboɓa,1
kìí-boi,1
difi,1
tika'i,1
kpaŋkuleŋ,1
hiɗi-wa,1
bɛlɛm,1
yelewele,1
giɗi-giɗi,1
dezeŋ,6
kotoroo,1
yí-fuk,3
kpál-kpál,1
wi-wɔ,2
sira,2
sɔgbɔrɔ,2
MƆƆRƆ,1
Gbìn-biro,1
fara-zui-yì,1
gima-biro,1
Gima-tuyɛ,1
wi-ɗaŋ-wen,1
wi-tɔ̧-yɔka-wen,1
suɓa,1
see-sɛn-mɔ,1
ɗɔ,1
Wen-tɔ̧ɔ̧,1
wese-ɓa-wen,1
yiri,1
pófí,1
kɔfamɔ-búù,1
wi-gbak-gɔni-mɔ,1
ŋmákpárí,1
be-oi-aa,1
ŋgal-ŋgal,1
yérí,1
dɔkbɔɗɔk,1
hɔ̧fi̧ɔ̧ɔ̧,1
nyɛkɛ̧ɗi,2
kpɛ́m,1
Zugur-am,1
gbɛŋɛnyɛŋɛ,1
Yoŋgo,2
ŋgoɗoso,3
ŋgiri,2
kpɛksɛ,2
ta-a,2
Wi-yu-kíí,2
Ɓan,4
tanamɔ,1
wi-nɔɔ-see,1
wi-ha̧-mɔ,6
suɓi,3
kɔ́ŋgɔ́ɗi,1
wi-ɓɔsa,1
Gima-zɔn,1
gɔni-wi,1
tɔ̧mi̧ɔ̧ɔ̧,1
gira-tɛ,1
géé-sɔ̧-ɓoo-lɔr,1
zɔ̧ɔ̧-wa,2
Er-wa,1
wi-gbak'nɛ́,3
nyak-fio,1
yɔk-fio,3
wan-de-mɔ,3
dii,1
bera-gan-zu-mɔ,1
okoo-de-tom,2
Yora-ɗoŋ-ɛɛ,1
Hu̧sa̧-a̧,1
hi̧ɗaŋ,1
lip,1
Wii-er,1
kina-ta-e,5
mgbii-tua,3
wáí,1
Ndàra-nú,1
Ndaka,1
a̧ra̧-a,1
wen-foe,1
kpul,2
wara-yì,1
wi-da̧,2
suu-suu,1
yaa-de-demɔ,2
dekbeɗek,1
kaŋa-nɔ̧́,1
yambi'i,1
mɔɔ-ga̧-see-am,1
biɗiki̧i̧,1
sɛkɛr'am,1
Yora-ɗoŋ-wen,1
zɛɓɛn'i,1
yɔɔ-fio,1
mɔɔ-ɛk-tɛ,1
gbɛra,3
ŋgimbi-kifi-er,1
kata-kata,1
láɓá-líɓí,1
mɔɔ-tɔ̧-na,5
mgbɛlɛ,1
yɔɔ-aa,2
zɔna'nɛ́,2
tɔ̧́ɔ̧́-nú-góò-biro,1
wi-sɛn-ga̧a̧mɔ,1
wi-pɛm-mɛ,2
Wi-pɛm-Israɛl,2
gi̧ɔ̧-kpe-zu-mɛ,1
damti-gɔn-kita,1
naa-wan-bara,1
wi-kpa-mɔ,2
yaa-ɗaŋ-sɔnti,1
gake-nin-wa,1
wi-sa-nɔ̧́í̧'ɛ,1
Wan-kpasi-Israɛl,1
ɗak-ɗuk,1
wi-de-gɔɔmɔ,1
wi-mbo-zu-na,2
wan-pɛm,1
wi-iŋ-kpasa,2
wi-pɛ-nyɔnɔ,1
tui-kpar-nyɔnɔ,1
wi-de-tom-tua,1
tom-tuyɛ,1
bezaŋ-wi,1
gbɛ̧-naŋ,4
wi-ɓa-wen,1
wɔsɔkɔɗɔ,1
rɔtɛ-rɔtɛ,3
yaa-de-mɔ,1
yúkútí,1
mgbaoo,1
wi-pɔi-zɔ̧,1
wi-biro-pɛm-mɔ,4
keɗeŋ'ɛ,2
Wan-ŋgai,3
wi-ɗafi'nɛ́,1
laa-usi-deemɔ,1
sɔnti-wi,4
laa-duka-kpasa,2
Nɔ̧́,1
Hɔɔ,3
yoŋgo'i,1
gba-dam,1
Sɔ̧́-de-nɛ-lɔr,1
fɛŋa-mɔ,2
wi-ɓo,1
Gima-zɔna-Sɔ̧,1
duzeŋ,1
mgbasi-mgbasi,2
gbaloke,1
ɓak-ɓak,2
ɗaŋa-a,10
zɔŋa-ɗaŋ-mɔ'ɛ,1
Hi̧a̧-kɔ̧a̧,1
hura-nin'nɛ́,2
dokoɗo-tɛ,16
wi-de-mɔ-de-na,1
wi-kii-wen-ari,1
ŋgai-kpas'am,1
ha̧a̧mɔ-ɗafi'nɛ́,1
ndusi,1
gba̧a̧-tɛ-ɛɛ,1
sɔti,4
tɔna,1
aa'i,1
Hiɗ,1
lasak,1
kaŋiŋi,1
kuɗusu,1
nú-yo-tua,1
Gɔma,1
wara-a,1
nú-zɔ̧ɔ̧-er'nɛ,1
wannu-gbin-biro,1
gba-paa-ari,1
ɓár'am,1
yaa-tɔ̧-gɔni-wen,1
kpɛ́ɗɛ́-kpɛ́ɗɛ́,1
mɔɔ-ba-tɛ-wa,1
mɔɔ-ɗaŋ-wa,1
yɔlɔlɔ,1
Gima-biro,1
zɔ́n'nɛ́,2
yora-ɗoŋ-ha̧a̧nú,1
wi-wor-a,1
Bia,2
wi-mbo,1
wi-tir,1
nduu-gera,1
zɔ́ŋ,1
Sɔ̧-de-wi,1
tɔ̧ɔ̧-nú,5
Gima-gbin-biro,1
yaa-koŋgoŋ,1
gima-zɔna,1
yuwar-kasa-zu,1
yuwar-mgbɔɔ-bíí,1
iŋa-mgbara,1
yambamɔ,2
hu̧si'i,1
Ɓara-mɔ-er-wi,1
garo'e,1
zɛkɛɗi'nɛ,1
utuk,1
ee-zu-wen,1
duka-tɛ,8
mɔɔ-mgbɔ-wi,1
kia-mgbara-mɔ,1
sɛm-ɔr-ŋmaa,1
kó-dàlà,6
okoo-ɔr-wi,3
kaya-wíì,1
nyina-tɛ-mɛ,1
gbaagur-tɛ-mɛ,1
zu-kpaamɔ,1
yɛtɛtɛ,3
Nyɛŋɛ,5
te-duka-kpasa,3
mɔɔ-kpasi-mɛ,1
be-mbo-zu,2
mɔɔ-tu̧-tɛ-mɛ,1
pɛ-duka-a,1
mɔɔ-kɔ̧,1
kás,1
nyɔŋmɔ-zuzu,1
dɔ̧ɔ̧-nɔɔ,1
mɔɔ-oi-ŋgai,1
naŋ-wa'i,2
mɔɔ-kpasi-wi,1
wi-kasi-wa,1
mɔɔ-ha̧-haya-tɛ,1
kpoo-tɛ-wi,1
mɔɔ-gɔn,4
Yí-mɛ,6
paŋmɔ,8
yuwar-fio,2
wi-de-ko-na,1
bembi,3
ko-gbɛ̧-naŋ,1
Yaa-ger-kɔɗɛ,1
busi,5
fio-ŋgazu,2
ndàrá-yi-mɛ,1
nɔí̧,1
bolo-pɛr,1
Wi-tɛɛri,7
gba-mii,2
wan-tom,25
wi-zɔk-oi-mɔ,1
wi-kɔfi-mɔ,2
sɔn-tɛ,2
mɔɔ-gbak-a,1
kpó,1
zɔkamɔ-ɔr-wi,1
kóò-wàn-wíì,2
wi-ndak-ɗoŋ,3
dɔka-a'i,2
boko-nya'm.,1
ndiyiŋ'ɛ,1
zɔŋa-duk-gee,1
fara-gɔn,1
yɛkɛɗɛ,1
yi-mɔ,16
Kpaa,6
Waya-mɔ,1
mɔɔ-tɛ,3
dadaa,6
Wi-iŋ-mɔ-na,1
wi-nɛ-zu-bo-na'e,2
Ɛ̧̀nɛ̀,2
wi-si-kafɛ,11
ɛnɛ-mɛ,1
Mgbélé,1
okoo-fo-mɔ,1
mɔɔ-bɔkɔ,4
yak'e,1
Er-de-mɔ,1
tɛɛri,8
ŋgimbi-mɔi̧-nyɔnɔ,5
pofa-bíí,1
wen-ŋgai,2
Tɛ-wi,6
wi-wor-mɔ,2
yì-duka-kpasa,3
mɔɔ-ɗaŋ-mɔ,2
Kpaamɔ,5
yɔa-a,7
wi-de-ruŋgu,1
fara-dɔk-wen,1
Leɓe,3
Tika-a,5
Zɛmamɔ,1
mɔɔ-kɔ̧-naŋ-wa,1
mbɔrɔ-iŋa-mgbara-mɔ,1
leɓe-tɔ̧-ɗaŋ-wen,1
Ndàrá-nú,3
Ŋgimbi-gɔ-tɛ,1
ŋgimbi-foe,1
gásá,1
Bɔtɛ,1
Wor-wen,1
kpasawi,1
Kpasa,11
wi-kasi-ye,1
Wi-yoɓi-ziŋina,1
Ko-ha̧-mɔ,1
Wi-de-demɔ,4
kɔya-tɛ,2
mbɔi-ɔr-tɛ,1
wi-ndak,2
Wi-ha̧-mɔ,1
mbɔŋgi,3
kana'e,3
wi-iŋ-sɔ̧,1
Deako,5
wi-ta-ɗaŋmɔ,1
pɛr-gbɛ-bíí,1
mɔɔ-kpasi-wa,1
fu̧,2
wi-kɔn-ŋguɗi,1
Ɗaŋwi,2
pɛr-wen,1
wi-zii-mbɔrɔ,2
kɔ̧-zaŋ,2
Wi-tɔ̧-kpasawen,1
wi-de-sedaako,4
mɔɔ-ga̧-nyimmɔ,1
Nú-tɔ̧-kpasawen,1
Ɔramɔ,1
ndàrá-nú-de-ndela,1
Er-de-tom,1
er-tɛɛri,1
Hɛrɗɛŋ-see,1
wan-baa-nu,1
ndaa-bíí,1
