__token__,__occurence__
Tibat,1
Kun,1
Tou,2
Yɛhɔsafat,1
Sausa,1
Yehoda,1
booro-ɓu-taar-zua-naar,1
booro-ɓu-taar-zua-yiitoo,1
Sofak,2
Dita-a,1
tom-gbaa-te,1
tom-gbaa-ta,1
mbaŋa-gua,1
Sipai,1
Lami,2
Gɔliat,1
nduu,2
waza,2
waza-a,1
Satan,40
Bɛrsabe,1
miliɔŋ-nɛ-booro-gɔmŋmaa,1
booro-gɔmŋmaa-naar-nɛ-ɓu-mɔɔrɔ-ɗoŋ-yiitoo,1
Tɔra,1
Ornaŋ,10
ŋgamɔ'ɛ,5
mɔɔ-mgboi,1
mɔɔ-lati,1
keɗeŋ,22
kɛ̧ɛ̧-mgbara-mɔ,20
wi-gba-ta,3
wi-gba-te,2
Gíí,5
booro-ɓu-taar-zua-mɔɔrɔ-ɗoŋ-taar,1
Zɛtam,2
Haziɛl,1
Simɛina,1
Ɓɛria,1
Sɛbuɛl,4
Rɛhabia,4
Yɛhabia,1
Yɛria,4
Yɛkamɛaŋ,1
nyɛk-we-mɔ,1
Dùk,3
Harim,11
Sɛɔrim,1
Miyamin,4
Hakɔs,5
Yesua,20
ɓu-zua-yiitoo-aa,2
ɓu-zua-taar-a,1
Hupa,1
ɓu-zua-naar-a,1
Yɛsɛbɛab,1
ɓu-zua-mɔɔrɔ-a,1
Bilga,3
ɓu-zua-mɔɔrɔ-ɗoŋ-kpɔk-a,1
ɓu-zua-mɔɔrɔ-ɗoŋ-yiitoo-aa,1
Hɛzir,1
ɓu-zua-mɔɔrɔ-ɗoŋ-taar-a,1
Hapisɛs,1
ɓu-zua-mɔɔrɔ-ɗoŋ-naar-a,1
Pɛtaya,2
ɓu-yiitoo-aa,1
Ezekiɛl,5
ɓu-yiitoo-zua-kpɔk-a,1
ɓu-yiitoo-zua-yiitoo-aa,1
Gamul,1
ɓu-yiitoo-zua-taar-a,1
ɓu-yiitoo-zua-naar-a,2
Mazia,1
Subaɛl,3
Sɛlɔmɔt,2
Yekamam,1
Yazia,1
Sɔham,1
Ibri,1
wi-de-tom'i,12
Asarɛla,1
Gɛdalia,3
Sɛri,1
Bukia,2
Eliata,1
Gidalti,2
Rɔmamti-Ezɛr,1
Yɔsbɛkasa,1
Maloti,2
Hɔtir,2
Mahaziot,2
gɔmŋmaa-yiitoo-nɛ-ɓu-mɔɔrɔ-ɗoŋ-taar-zua-mɔɔrɔ-ɗoŋ-taar,1
wi-iŋ-gima,1
wi-yamba-a,1
Yisɛri,1
Mɔɔrɔ-ɗoŋ-yiitoo-aa,1
Yɛsarɛla,1
Mɔɔrɔ-ɗoŋ-taar-a,1
Mɔɔrɔ-ɗoŋ-naar-a,1
Ɓu-a,1
Ɓu-zua-kpɔk-a,1
Ɓu-zua-yiitoo-aa,1
Ɓu-zua-taar-a,1
Ɓu-zua-naar-a,1
Ɓu-zua-mɔɔrɔ-a,1
Ɓu-zua-mɔɔrɔ-ɗoŋ-kpɔk-a,1
Ɓu-zua-mɔɔrɔ-ɗoŋ-yiitoo-aa,1
Yosbɛkasa,1
Ɓu-zua-mɔɔrɔ-ɗoŋ-taar-a,1
Ɓu-zua-mɔɔrɔ-ɗoŋ-naar-a,1
Ɓu-yiitoo-aa,1
Eliyata,1
Ɓu-yiitoo-zua-kpɔk-a,1
Ɓu-yiitoo-zua-yiitoo-aa,1
Ɓu-yiitoo-zua-taar-a,1
Romamti-Ezɛr,1
Yatniɛl,1
Yehohanaŋ,2
Pɛulɛtai,1
kpasa-bíí,10
Otni,1
Rɛfaɛl,1
Sɛmakia,1
ɓu-mɔɔrɔ-ɗoŋ-kpɔk-zua-yiitoo,1
Tɛbalia,1
Sɛlɛmia,9
tua-a-mɔ,3
Salɛkɛt,1
Parbar,2
wi-zɔk-mbɔi,2
wi-pɛm-mbɔi,3
tom-zɔka-nù,1
booro-nɛ-gɔmŋmaa-mɔɔrɔ-ɗoŋ-yiitoo,1
booro-yiitoo-nɛ-gɔmŋmaa-mɔɔrɔ-ɗoŋ-yiitoo,1
Ezri,1
wi-gun-nyak-dɔ̧ɔ̧,1
Sifmi,1
wi-vati-dɔ̧ɔ̧,3
Hira-Nù,2
wi-pɛm-nɔ̧́,1
Sitrai,1
Adlai,1
Obil,1
Mɛrɔŋ,1
Yaziz,1
wi-usi-mɔ,10
mɔɔ-e-ɗɔɔ,4
mboa-a,5
wi-de-biro,1
bee-gara-a,1
tom-aa.›,1
gɔna-bɛr-aa,1
kilo-a,6
lamba-a,1
fara-e-brɛt,1
mɔɔ-tok-kpoo,1
yèé-misi̧-yí,1
fara-dɔ-fuu,1
Kalata'i,2
yuwar-tom,1
tom-dee,4
booro-gɔmŋmaa-yiitoo-nɛ-ɓu-naar,1
booro-gɔmŋmaa-nɛ-booro-ɓu-mɔɔrɔ-ɗoŋ-yiitoo,1
miliɔŋ,19
ŋgai-baa-mɔ,1
ò,3
Zɛ-ɛɛ,1
mɔ-sa̧,1
Ɔɔ-wan,3
wee-mɔ,1
ye-a-mbɔi,1
wi-tui-mɔ,3
booro-taar-nɛ-gɔmŋmaa-mɔɔrɔ-ɗoŋ-kpɔk,2
hɔɔ-yí-zɛ,1
sɛ́kà,2
tom-lɔr,1
wi-iŋ-tom,6
bíí-iŋ-tom,1
Hiram-Abi,2
Alkamaari,3
Jafa,2
booro-gɔmŋmaa-nɛ-booro-ɓu-mɔɔrɔ-zua-taar-nɛ-gɔmŋmaa-mɔɔrɔ-ɗoŋ-kpɔk,1
Naŋ,5
gbáá,2
zika-mɔ,1
Parwaim,1
pɔndi,6
wɔr-ɓaa-a,2
hɔŋ,2
kirkiti-mɔ,4
wiiko'e,1
Goto-ndai,1
Ndota,5
Kpánà,2
mɔɔ-dɔ-kpoo-sɔ̧,1
ɗele-gaŋmɔ,1
fana-mɔ,1
mɔɔ-fo-kpoo,1
Sɛraedata,1
boi-de-tom,3
boi-ɓam-mɔ,1
tasi-dɔ-fuu-nyama,1
te-gɔ,1
bee-gara'i,4
dua,4
yuwar-kpasa-a,31
laa-pi̧-tɛ,9
fara-tom,3
zɔna-a,1
aa-zɛzɛ,5
káɗá,1
tua-ɗafi-sɔ̧,1
zuɗi'nɛ́,3
mɔɔ-zɛŋ,2
Hamat-Soba,1
Tadmɔr,1
tom-pɛma-mɔ,1
dùk-wa,2
Geŋa,5
booro-ɓu-zua-taar,1
Sɔnti,1
wi-mbɛr-mɔ,4
Arabii,6
ŋgee-biro,9
fɔrɔ,1
fara-a-er,1
fara-a-tui-er,2
ó,4
Hɔɔ-zu,5
Yedo,1
hèè,2
Adɔrayim,1
Zaham,1
kóò-mɛ-zan,2
booro-nɛ-gɔmŋmaa-yiitoo,1
booro-ɓu-mɔɔrɔ-ɗoŋ-kpɔk,1
Libii,5
Suki,1
Sisak.›,1
Sɛmaraim,1
Wi-de-gba̧a̧-mɔ,1
mɔ-biro,3
Yesana,3
tua-pɛm-mɔ,15
booro-gɔmŋmaa-yiitoo-nɛ-ɓu-mɔɔrɔ-ɗoŋ-taar,1
Sefata,1
Odɛd,3
gbisi-nù,1
nàá-wannu,1
Abɛl-Maim,1
mɔɔ-mgbele,11
wan-nyina,6
zu-ye,1
Bɛn-Hail,1
Nɛtaneɛl,4
Yonataŋ,1
Adɔnia,2
Tob-Adonia,1
booro-mɔɔrɔ-ɗoŋ-yiitoo-nɛ-gɔmŋmaa-mɔɔrɔ-ɗoŋ-yiitoo,2
Jɛhohanaŋ,1
booro-gɔmŋmaa-yiitoo-nɛ-booro-ɓu-mɔɔrɔ-ɗoŋ-taar,1
wi-kai-góò,1
Yozabad,6
wan-dai-wa,2
tom-gɔna-kita'i,1
yee-ŋmaa,1
zɔka-ŋmaa-nɛ-ɗoŋ,1
ɓaa-wen,4
Zala,3
ɛ́ɛ́'ɛ,4
Yeiɛl,4
Sɔs,1
Yɛruɛl,1
Zaŋzɛ,1
Beraka,2
kpasa-a,39
Ahazia,16
Dɔdawa,1
mɔɔ-er-mɛ,1
zɛɛ-nyima-zaŋ,1
Yoseba,2
okoo-dai-a,1
Yoyada,26
Elisafat,1
Naŋ-tua,1
hego,2
tua-ɗafi,3
tom-pɛma,1
wi-pɛm-nú-tua,4
Wi-ɗaŋ-mɔ,6
kuɓa-a-mɔ,2
kuɓa-a-mbɔ,1
wi-duk,1
wi-tɔr-sede,1
kuɓa-a-mbɔi'i,1
wi-iŋ-tom-boi,1
tom-ndɛrɛ,1
nú-wi,39
Simrit,1
Yoadan,1
kɛsɛ-kɛsɛ,1
tɔ̧ɔ̧-wen'i,1
Jɔakas,7
Yabne,1
Gur-Bal,1
Mɛɔnii,2
ŋgárá-pɛm-mɔ,4
Mgbii-aa,1
Gboŋgo,4
suia,2
wi-de-tom-dɔ̧ɔ̧,1
tom-fɔ,1
booro-yiitoo-nɛ-gɔmŋmaa-mɔɔrɔ-ɗoŋ-kpɔk,2
booro-gɔmŋmaa-taar-zua-mɔɔrɔ-ɗoŋ-yiitoo-nɛ-gɔmŋmaa-mɔɔrɔ,1
laasɔ̧i̧-boi,2
laa-boi,4
ta-birndiŋ,2
kɔya-tɛ-a,1
mɔɔ-dɔ-fuu-nyama,1
sitɛ-a,3
nduka,1
Mɛsilɛmɔt,2
Yɛhiskia,2
Hadlai,1
Hira-nù,1
Gimzo,1
mɔɔ-ha̧,2
búr,10
mɔɔ-gɔn-hiɗi-wi,5
wiyɛ,1
Bura,3
mbia'i,1
ha̧a̧mɔ-zɔnamɔ,1
hu̧r'nɛ́,1
wi-e-ɗaŋmɔ,2
Kɔfa-sɔ̧,46
gbol-gbol,2
Kɔnania,3
Ismakia,1
Imna,1
Miniamin,3
Kɛ̧ɛ̧-mgbara-mɔ,1
gíí-wa,1
ye-ɗafi-sɔ̧,1
Senakerib,10
gbina'i,2
kin-tɛ,2
ta'nɛ́,13
fara-ɗafi-sɔ̧'ɛ,4
gɛ̧ɛ̧mɔ,19
fara-a-bu-mbɔi,1
fara-a-dɔ̧ɔ̧,1
Zoro,4
fara-ɗafi-wa,1
Hozai,1
Asaliya,1
nƐ,1
nU,1
Tokehat,1
Hasra,1
ti'm'i,2
nɛ́k,2
ɗoŋ-taar,1
Karkɛmis,3
ta-mbar-nyaŋa,1
keekee-nyaŋa-biro,1
Jeremii,142
wi-de-gima,2
Eliakim,11
Pɛrsɛ,20
Jeremii'e,4
Sirus,17
Jerusalɛm.›,1
Mitredat,3
Sɛsbasar,4
gɔmŋmaa-naar-nɛ-ɓu,1
booro-mɔɔrɔ-nɛ-gɔmŋmaa-naar,1
Nehemii,9
Relaya,1
Mɔrdɔkai,2
Bilsaŋ,2
Mispar,1
Bigvai,3
Rɛhum,8
Parɔs,6
2.172,2
372,2
775,1
Pahat-Mɔab,6
2.812,1
1.254,4
Zatu,5
945,1
Zakai,2
760,2
642,2
Bebai,6
623,1
Azgad,3
1.222,1
Adɔnikam,3
666,1
2.056,1
Adin,4
454,1
Atɛr,5
98,2
Besai,2
323,1
112,2
Hasum,5
223,2
Gibar,1
95,2
123,2
56,1
128,4
Asmavɛt,1
42,2
743,2
621,2
122,2
52,2
Magbis,1
156,1
320,2
Hadid,3
725,1
345,2
Sɛnaa,3
3.630,1
973,2
1.052,2
1.247,2
1.017,2
Kadmiɛl,8
74,2
Hatita,2
Sɔbai,1
139,1
Siha,3
Hasufa,2
Tabaot,2
Keros,1
Siaha,1
Padɔŋ,2
Lebana,1
Hagaba,2
Hagab,1
Salmai,2
Gidɛl,4
Gahar,2
Reaya,1
Nɛkɔda,4
Gazam,2
Mɛhunim,2
Nɛfusim,1
Bakbuk,2
Hakufa,2
Harur,2
Baslut,1
Mɛhida,2
Harsa,2
Barkos,2
Tama,3
Nɛsia,2
Hatifa,2
Sotai,2
Soferɛt,1
Pɛruda,1
Yala,1
Darkɔŋ,2
Hatil,2
Pokɛrɛt-Hasɛbayim,2
Ami,1
392,2
Tɛl-Mɛla,2
Tɛl-Harsa,2
Kɛrub,2
Adaŋ,1
Tobiya,1
652,2
Hobaya,1
Wi-duk-zu-nù,1
42.360,2
7.337,2
kó-bii-gima,4
736,2
245,3
435,2
6.720,2
5.000,1
100,1
girwɔ,2
Yosadak,6
Tua-laa,4
Henadad,1
e'i,1
Asarhadɔŋ,1
Darius,12
Zɛrzɛs,1
wula,13
Artazɛrzɛs,16
Biselam,1
Tabeɛl,2
yɔra-a,2
yɔramɔ-a,1
Simsai,4
Urak,1
Susa,1
Asurbanipal,1
ye-ŋgazu,3
garo-a,4
garo'i,12
zii'e,6
zɛkɛɗa,22
ye-fo-mɔ,1
hakilo,4
Agee,5
Tatenai,4
Sɛtar-Boznai,4
tom-aa'i,1
tua-a-mbɔi,2
Ekbataŋ,1
kara-kalata,2
Mɔɔ-mbaŋ-tɛ-wi,1
Sɛka-ta,1
gbaŋ-te-a,1
yóɓí,2
sede-wan,1
geŋa'i,1
zúɗí,2
sɔ́k,1
dafa,1
Ɛsdras,30
hà̧à̧,1
mɔɔ-a-zɛzɛ,1
wɛ́k,1
ɓɔn'i,1
wi-iŋ,6
sede-yuwar,1
gɔmŋmaa-yiitoo-nɛ-ɓu-zua-mɔɔrɔ-ɗoŋ-taar,1
Yosifia,1
Asgad,1
Hakataŋ,1
gɔmŋmaa-nɛ-ɓu-mɔɔrɔ-ɗoŋ-kpɔk,1
Ɛlifɛlɛt,2
Ahava,3
Ariɛl,5
Yoyarib,1
Kasifia,1
Sɛrɛbia,8
mɔ́k,4
Foe,25
Bu-mbɔi,2
booro-taar-nɛ-gɔmŋmaa-naar,1
yɛ́,2
ɓu-mɔɔrɔ-ɗoŋ-naar-zua-mɔɔrɔ-ɗoŋ-kpɔk,2
ŋgazu'i,1
tɔkɔrɔ,2
pi,4
Mɔɔ-ndiŋ,1
èè,4
yuwar-báá-ŋmaa,1
Báá,3
ko-gɔni-duk,8
A'i,14
gbár,5
ŋgimbi-ɓar,2
Yazɛya,1
Sabtai,1
Elia,2
Kelaya,1
Kelita,1
Yehuda,4
Ramia,2
Izia,1
Aziza,1
Zabai,2
Atlai,1
Yisal,1
Kɛlal,1
Binui,6
Matɛnai,3
Matata,2
Yeremai,1
Uɛl,1
Badia,1
Kɛluli,1
Vania,1
Mɛrɛmɔt,5
Yasai,1
Maknadebai,1
Sasai,1
Josɛf,2
Zɛbina,1
Hakalia,2
Kislɛu,1
Suzɛ,1
Palɛstin,1
Nisaŋ,1
wi-pɛm-kombo,1
nú-ŋgárá,1
Sanbalat,11
Hɔrɔŋ,3
Tobia,15
zia-a'e,2
Ndiɓa,3
Garo-a-yɔsɛ,3
kpar-nú-wa,1
Gesɛm,1
Sami,4
gbaŋa-a,3
Gɔmŋmaa,2
Hananeɛl,2
Mɛsezabɛl,3
Bɛsɔdia,1
gaŋgala-a,1
Katɛ,3
Melatia,1
Yadɔŋ,1
Harhaya,1
wi-nɔi̧-lɔr,5
wi-gi-nyama,1
Harumaf,1
Hasabnɛya,2
Fara-dɔ-brɛt,2
Ha-Lɔhɛs,1
Bɛt-Ha-Kɛrɛm,1
Kol-Hɔzɛ,1
nyia,1
Siloe,4
Azbuk,1
Bavai,1
Hɛnadad,3
fara-a-boi-biro,3
Baruk,27
Hɔ-ɗoŋ-wa,2
Anania,4
Palal,1
Uzai,1
suia-garo,1
Garo-yì,1
Salaf,1
Mifkad,1
fuunu-gbina-ŋgeŋ,1
garo-ta,1
foe-dara,1
bíí-mbo-garo,1
bin-see-a,2
Taamo,1
wi-sɛn-ɛɛ,1
ŋgéé,2
wi-mbo-garo,1
wi-dɔm-zak,1
ŋmasa,3
ŋmasi,2
Gɛsɛm,3
Kɛfirim,1
Ɔnɔ.,1
Metabeɛl,1
wi-ɗaŋ-nin,3
Nɔadia,1
Elul,1
keŋ,5
kalata-tɔra-bíí,1
Nahamani,1
Mispɛrɛt,1
Bigbai,3
Nɛhum,1
2.818,1
845,1
648,1
628,1
2.322,1
667,1
2.067,1
655,1
Hiskia,2
328,1
Bɛsai,3
324,1
Harif,2
188,1
Bɛt-Azmavɛt,1
Gɛba,2
721,1
3.930,1
Haɔdeba,1
148,1
Sɔvai,1
138,1
Kɛros,1
Sia,1
Lɛbnana,1
Nɛfusɛsim,1
Baslit,1
Sɔfɛrɛt,1
Pɛrida,1
Yaala,1
Adɔŋ,1
Hɔbaya,1
kɔya-lɔr,9
gɔmŋmaa-mɔɔrɔ-nɛ-ɓu-taar,1
wi-dafi-sɔ̧,1
ɓu-mɔɔrɔ-ɗoŋ-kpɔk-zua-mɔɔrɔ-ɗoŋ-yiitoo,1
taŋaɗa,1
Hasbadana,1
Sabetai,2
Kɛlita,2
tua-ŋgui,5
wa̧a̧-te-nɔ̧́,1
Sɛbania,6
Buni,3
Kɛnani,1
fara-yor,1
Pɛtahia,2
mɔɔ-ko,1
kii-ta,5
wan-e-ɗaŋmɔ,2
wan-kɔ̧ɔ̧mɔ,1
sura,9
wi-kur-zu-wa,1
wi-kasi-nɔɔ-tɔk,1
wi-yor-ɗoŋ,6
waya-mɔ-a,1
demɔ-a,1
Irmeya,4
Ginɛtɔŋ,2
Maazia,1
Bilgai,1
Azania,1
Bɛninu,1
Azur,2
Nebai,1
Magpias,1
Hesir,1
Yadua,3
Alɔhɛs,1
Pila,1
Sɔbɛk,1
Hasabena,1
Ahia,1
Anaŋ,1
biri,1
mbe-yí-zɛ,1
468,1
Yɔɛd,2
Kolaya,1
Itiɛl,3
Gabai,1
Salai,2
928,1
Yɛhuda,1
Hasɛnua,1
Yɔyarib,3
822,1
Pɛlalia,1
242,1
Amasesai,1
Azai,1
Zabdiɛl,1
Ha-Gɛdɔlim,1
gima-gasi-sɔ̧,2
Bakbukia,3
Abda,1
284,1
172,1
Gispa,1
Yɛkabseɛl,1
Mɛkɔna,1
Ɛn-Rimɔŋ,1
Sɔra,2
Sɛboim,1
Nɛbalat,1
Wi-de-tom-nɛ-er,1
Sealtiɛl,1
Ginɛtɔi,1
Madia,1
Amɔk,2
wi-ba-ger,1
gima-gasi,2
Mɛraya,1
Mɛliu,1
Jɔzɛf,1
Hɛlkai,1
Mɔadia,1
Piltai,1
Kalai,1
Bɛt-Gilgal,1
Zuku-paa,1
Hɔsaya,1
Milalai,1
Gilalai,1
Maai,1
mɔɔ-de-gima,1
Zu-zer,2
Nú-Garo-Yì,1
Garo-pɛm-mɔ,1
Izrahia,1
gima-dee-osoko,1
kpa'e,3
wi-mboo-zu,1
Díkìn,1
tom-ha̧a̧-gua,1
Job,70
wi-yu-kíí,28
ndai-de-tom,2
Job'e,2
Tom-dee,4
wi-ba-wen,1
Wi-ɓir-wen,3
hukɛ-hukɛ,1
foma'nɛ́,2
wi-ɓir-wen,7
Sabee,1
kɛ̧a̧,1
a.,1
zɛɛ-tara,1
gbàrà-kpánà,4
ɓaɗi,1
zɔk'i,9
Bildad,5
Sofar,2
kpɔ̧ɔ̧-kpɔ̧ɔ̧,18
ndo-ndo-ndo,5
mɔɔ-nyɛŋɛ,5
wi-fom-wese,1
ndiɓa,29
sɔra-tuyɛ,4
Ama-bere,1
fea-a'i,2
ɗàŋá,1
gaa,4
ɗoŋ'ɛ,6
wi-pɛm-wa,2
wan-ɗaŋ-see,1
Mɔɔ-nyɔŋ,3
taŋa-kɔ̧a̧,1
kíí-a,2
wèè,6
wi-ha̧-ŋgai,2
Tɔ̧ɔ̧-mbɔrɔ,2
wi-wa-fɔ-ɗaŋmɔ,1
wi-pɛ-kpar-bɔnɛ,1
ɔma-a,1
bao-dila,3
kokoɗo,3
Kuma-a,1
gɔma-yí,22
te-tɔn-tua,1
Wi-bɔkɔ,4
núkúrí,1
fara-kita,8
ŋgárá-tɛn,1
wi-de-wɔ-mɔ,3
fú̧ú̧-wee,1
wan-de-gasamɔ,2
wi-hi̧i̧-fio,1
kerere,4
Ziɓa-wi,1
nú-tɔ̧-wen,2
ma̧a̧da̧-a̧,1
pulem,1
Pulem,1
ɔ̧i̧,12
Wora,1
Mur,1
Gbaka,1
bɛ̧́,4
zér-ɗiŋgi,1
zu-zer-a,1
wi-ba-gbárà,1
zer'i,1
zar'nɛ́,2
ɓár,2
zaŋa-nú,1
wi-de-ŋga,1
mi'e,16
Dɔk,1
ŋgo-da̧i̧,1
mbɔr,31
géè'ɛ,5
nɔkɔɗi,1
wi-kpe-naŋ,2
mbélé,2
Dekpaa,10
Ɓoɓo,1
toro,4
Ee-ta,8
mɔɔ-duk-tɛ,7
wanto,2
ɛ́k,2
te-see-tua,1
te-yor-wese,1
Kunin-a,1
zúɗ,1
kaf'a'e,1
Desee,17
wi-iŋ-mgbara,5
yɛkɛsi,1
gun-nù,3
Hɛr-paa,2
Gbaayí-be-zɔŋa,3
Gɔm-ndaa,2
mɔɔ-gɔn-ɗɛɗɛ-wi,21
Wɔ,14
mɔɔ-mami,4
wi-ɓa-kita,2
yaa-gan-ŋmaa,5
ɗum,2
yí-ɓɔrɔ,1
sa̧-ndiŋ,4
mɔɔ-ɔ̧i̧,1
kpaa-a,3
ɛ̀nɛ́,19
Gbaayí,7
Er'nɛ́,3
yɔ́,3
dík-dík,2
Tɛ̀ɛ́,2
ɗɔŋgɔ-gba-tum,1
ti-tum,23
Sɔfar,2
iŋa-war-wen,1
sa̧a̧-bíí,62
hu̧sa̧mɔ,11
ɗukamɔ,27
mɔ̀ɔ́,1
wi-de-ndela,3
wi-iŋ-mɔ-na,6
síŋ,8
pi̧taŋ,1
mɔɔ-ɗaŋ,2
wese-bɛɗɛ-zu,1
dea'e,1
mɔɔ-e-nɛ,4
Mɔɔ-zɛkɛɗi,1
Búù,6
Zer-wi,1
yáí,1
kaara,8
wi-ɔr-bíí,2
mgbélé,29
túí,10
wi-iŋ-tɔ̧ɔ̧-wen,1
laa-tum,1
wi-gbɛ-dɔ̧ɔ̧,16
wi-kpe-nú,1
ɓa'i,1
bíí'ɛ,27
bùk-wee,3
bú-kpánà,2
wi-hu̧si-ɗaŋmɔ,1
Yɔɔ,1
yaknɛ'ɛ,6
poka,9
zɛmɛ,8
yii,1
ɔ̧ka̧'ɛ,1
wi-a,2
wese-tom,1
gbaia-a,2
ŋginda-a,3
daŋa-te,1
kaɗa'i,5
kpáá-kpáá,1
ŋgírí-ya,1
ɗɔkɔri,2
yì-kórò,7
saŋa,7
Wi-iŋ-mgbara-mɔ,17
tum-wen,6
ya-zu-wen,3
wi-ɔr-wi,16
yambaia,2
yera,2
ɗaŋmɔ'ɛ,4
Ɗaŋsee,6
bɔɗa,2
wi-ga̧-see,2
mi̧i̧,6
gbɔs'am,2
Nú-wa,3
kpooŋ,1
ŋgasa,2
ti-gun,1
pa̧i̧-am,1
zɛlɛgbɛk,1
ɓurɛ,2
wi-yor-ɗoŋ-am,2
bɔ̧i̧,2
wi-zɛkɛɗi-wi,4
Dita-see,4
hɔɔ-tɛ,1
ɗékéyéké,1
poo'nɛ́,2
Mɔɔ-e-nɛ-ta,2
fara-yaa,8
Naŋ-a,2
mbala,1
bolo-pɛr-ba,1
wɔi,3
ndàrà-tɛ-a,1
ta-a'i,1
bumui̧,1
kao,4
Nú-bere,1
hura-nin-am,1
wɛna,2
Ndàrá,2
busi'nɛ́,1
wi-kundi-ari,1
ndàrá-tɛ,6
pɛma-mɔ,4
gbákná,2
íŋ'è,1
gana-zu-mɔ,2
leɓe-a,5
nyɔ̧ɔ̧-a̧a̧,3
zɔɓi,3
ma̧a̧da-firi,1
wɔ-mɔ,42
góò-ndɛrɛ,1
kíí-fio,2
Tum,3
be-koo-wa,2
zaŋgule,8
Hara-búk,1
puɗu,1
gba-búk-kórò,5
bíí-nɛ̀-fio,1
Nú-fio,1
nduti-a,19
kpà,2
kìì-lɔr,1
wi-ŋmaŋ-tɛ,32
zu-zan,9
Naŋ-am,3
gba-tum,6
mɔ-dai-zuzu,1
wi-kpa-mɔ-na,2
sika-nyɔnɔ,1
mgbaɓa-nú,2
fara-vati-nɔ̧́,1
wi-zɔk-bɔnɛ,3
gɔfi,31
wi-ba-da̧i̧,1
wi-de-ŋgayamɔ,2
Wi-de-dàlà,1
wi-zɔk-wi,1
Wi-zuzu,3
kom,8
gɔnamɔ-tuyɛ,1
tum-fio,4
Wi-ɗaŋ,15
nú-gbɛŋmɔ,1
ɓɔrɔ'ɛ,1
wi-ko-a,1
mɔɔ-de-tortɛ,1
wan-ŋgai,4
kan-mboŋgo,1
sunu,5
Nyaŋa-zɛ,2
wán,1
gbáká,1
wi-ziɓa,1
mɔɔ-kpe,1
ká̧-zan,1
mbiŋ-tɔn-yiwese,1
ka̧-nú,1
giti-a,1
bítí,2
ndàrá-nú,16
wi-ɗaŋ'ɛ,1
wi-de-ŋmaa,1
wi-de-ɗaŋmɔ'ɛ,1
bíí-duk,1
bíí-e-see,1
War-a,3
zɔ̧́,1
tua-duk-nɔ̧́í̧-fɔ,1
tùn,1
yàà,2
fɔ̧i̧-desee,1
Wan-za̧-lɔr,1
mii,3
ŋa̧a̧,1
Tu̧,1
Safir,2
kɔɓi,5
nɔ̧́í̧-ba-mɔ,2
saɗi-ba-mɔ,2
Kɔ̧,10
Iŋamɔ,2
Ɗuka-fara,2
toka-mɔ,1
zar-zar,5
ŋgɛ́lɛ́lɛ́,6
gba̧a̧-nyaŋa,1
Kia-a,2
fio'e,1
zer-wi,6
Yuu,6
Gɔtɔ,1
fara-kok,1
si̧nyɔm,1
leɓe-wa,2
bíí-ɗoŋ-wa,1
wi-gbin-gba̧a̧-nin,1
Gásì,1
kóɗóŋ-kóɗóŋ'ɛ,1
kórò'ɛ,2
mám,1
ɔrmɔ,13
wa̧a̧-zɔ̧,1
kunin-te,7
be-búù,1
mɔɔ-e-nɛ-gima,1
mɔɔ-tɔ̧,3
dɔmgba,1
hɔkɔ-góò,1
wii-er-am,12
wi-dor-wa,1
nɔmɔi̧a̧,2
wi-usi-bɔnɛ,7
búk-kórò,17
bɔnɛ-ɓɔsi,1
wi-gbam-yari,3
dìrí,1
wɔ-mɛ,5
Só,5
kù̧ú̧,1
Wi-kɔsa,1
mɔɔ-kpe-tɛ,1
laa-buma-sami,1
bíí-yor-ɗoŋ-am,1
tɔlɔ-ɓaa,1
gbɛŋgɛlɛ-a,1
káfá,1
Leɓ,2
hu̧i̧a̧-a̧,4
zɛkɛɗa-wi,3
baa-wen,1
tui-a,2
waya-tom,1
tɛn-te,1
sɛ̧ɛ̧-zɔ̧,1
Barakɛl,1
taá,1
yeŋa,6
dɔ̧ɔ̧́,1
kpáná-dɔ̧ɔ̧,3
mbɔŋgɔli,1
mbɔŋgɔla,1
zer-am'e,1
wi-ha̧-kifa,1
war-ger-fio,1
nyimmɔ-zɛ́ɛ́,1
wi-gbɛ-bíí,2
àm,1
kpiɗa,6
wi-zii-mɔ,4
wi-de-ɗaŋ,1
Wi-sɛ̀n-dee-mɔ,1
Wan-de-mɔ,4
Hoo,1
Yokoɗo-o,1
Ɛnɛ́,1
fe'i,2
ndaa-mɔ,2
yí-bíí,2
Hiɗimɔ-bɔnɛ,1
wi-iŋ-sɔ̧-na,3
mbáɗí,4
Gɔfamɔ,2
Sɔ̧-e-wi,1
kifa-er-nyimsea,1
fara-yɔli,1
taŋge,10
ɗaŋsee-bɔnɛ,1
kaya'e,2
Tura-a,1
tuɓa-kórò,1
Dika-kórò,1
kpɛl-kpɛl,1
tuɓa-a,3
mgbimgbi,14
túɓí,1
hiɗi-wi,1
mɔɔ-de,3
yírírí,1
kok,4
gbɛŋa,2
wee-búk,1
ta-mgbii-aa,1
ŋmai̧a,4
kutu,11
kúfa,1
ŋgai-kin-tɛ-a,1
ŋmaŋa-tɛ,20
ŋmɛkɛsi,1
kpáná-gìì,3
goia-laa,1
yuwar-nɛ,1
Búk,12
dika-zan,1
Mbɛŋ,1
kpoe-kpoe,2
gata-kɔra,11
desa,2
dak-yì,1
